NUMBER,OWNER,TICKER,CUSIP6,CNAME
22321,WILKINSON SHANNON,TGCB,87901L,TEGO CYBER INC
22322,WILKINSON THOMAS WILEY,XPLR,983950,XPLORE TECHNOLOGIES CORP
22323,WILKISON TERRY L,OI,690768,OWENS ILLINOIS INC
22324,WILKUS MALON,ACAS,02503Y,AMERICAN CAPITAL LTD
22325,WILL PAUL A,CGI,150838,CELADON GROUP INC
22326,WILL W ANTHONY,CF,125269,CF INDUSTRIES HOLDINGS INC
22327,WILLARD HOWARD A III,MO,02209S,ALTRIA GROUP INC
22328,WILLARD LARRY D,HTH,432748,AFFORDABLE RESIDENTIAL COMMUNI
22329,WILLE TODD E,DAEG,233720,DAEGIS INC
22330,WILLETT ROBERT,CGNX,192422,COGNEX CORP
22331,WILLETT WILLIAM H,WSTG,946760,PROGRAMMER S PARADISE INC
22332,WILLETTS FREDERICK III,COOP,216844,COOPERATIVE BANKSHARES INC
22334,WILLIAM ALLINDER THOMAS,RFMK,75339L,RAPID FIRE MARKETING INC
22335,WILLIAM AMELIO J,HELI,G07021,CHC GROUP LTD
22336,WILLIAM J GALLAGHER ET AL,SWTS,87042Q,SWEET SUCCESS ENTERPRISES INC
22337,WILLIAM JOHN HUNTER,ADN,00165R,ADVENT TECHNOLOGIES HOLDINGS I
22339,WILLIAMS ANDREW JOHNS,MDCL,58468U,MEDICINE MAN TECHNOLOGIES INC
22340,WILLIAMS ANTHONY G,ART,04315B,ARTIO GLOBAL INVESTORS INC
22341,WILLIAMS CAREY KENT,AEND,02565P,AMERICAN ENTERPRISE DEVELOPMEN
22342,WILLIAMS CARL J,PLPM,U72603,PLANET PAYMENT INC
22343,WILLIAMS CHAD L,QTS,74736A,QTS REALTY TRUST INC
22344,WILLIAMS CHRISTOPHER J B,HCC,404132,HCC INSURANCE HOLDINGS INC
22345,WILLIAMS CLAY C,NOV,637071,NATIONAL OILWELL VARCO INC
22347,WILLIAMS CLAYTON W JR,CWEI,969490,CLAYTON WILLIAMS ENERGY INC
22348,WILLIAMS DAVID G,HUMT,444886,HUMATECH INC
22349,WILLIAMS DAVID W,NE,G65431,NOBLE CORPORATION PLC
22350,WILLIAMS DENNIS K,IEX,45167R,IDEX CORP
22351,WILLIAMS DONALD A,WFD,96008P,WESTFIELD FINANCIAL INC
22352,WILLIAMS DONALD R,PRI,74164M,PRIMERICA INC
22354,WILLIAMS DOUGLAS E,CDAK,192010,CODIAK BIOSCIENCES INC
22355,WILLIAMS DOUGLAS LLOYD,ACBI,048269,ATLANTIC CAPITAL BANCSHARES IN
22356,WILLIAMS EVAN,BRDN,099701,BORDER MANAGEMENT INC
22357,WILLIAMS FRANK E III,WMSI,969493,WILLIAMS INDUSTRIES INC
22358,WILLIAMS FRANK JOHN,ABCO,00762W,ADVISORY BOARD CO
22359,WILLIAMS GARY MICHAEL,PMBC,694552,PACIFIC MERCANTILE BANCORP
22360,WILLIAMS GEISHA J,PCG,69331C,PG&E CORP
22361,WILLIAMS GEOFFREY,UPNT,91543M,UPLIFT NUTRITION INC
22364,WILLIAMS GREGORY C,ELOX,29014R,ELOXX PHARMACEUTICALS INC
22365,WILLIAMS J DOUGLAS,COTV,22164K,COTIVITI HOLDINGS INC
22366,WILLIAMS JAMES ALLEN,MEDR,U58215,MEDAIRE INC
22367,WILLIAMS JAMES M,PSTA,612570,MONTEREY GOURMET FOODS INC
22368,WILLIAMS JASON MILES,SGL,G8111D,BINGO COM LTD
22370,WILLIAMS JEFFREY A,CRMT,03062T,AMERICA S CAR MART INC
22371,WILLIAMS JERRY D,PCBI,71086E,PEOPLES COMMUNITY BANCORP INC
22372,WILLIAMS JOHN A,-,718928,HOSPIRA SEDATION INC
22373,WILLIAMS JOHN DAVID,UFS,257559,DOMTAR CORP
22375,WILLIAMS JONNIE R,RCPI,772081,ROCK CREEK PHARMACEUTICALS INC
22376,WILLIAMS KELLY M,MINI,60740F,MOBILE MINI INC
22377,WILLIAMS LARRY EDWARD,BRSI,058659,BALLISTIC RECOVERY SYSTEMS INC
22378,WILLIAMS LEN E,HOME,43710G,HOME FEDERAL BANCORP INC MD
22379,WILLIAMS LEWIS T,FPRX,33830X,FIVE PRIME THERAPEUTICS INC
22380,WILLIAMS MARK D,TWGL,90138D,20/20 GLOBAL INC
22381,WILLIAMS MARTY LEE,LGAH,50187E,TENET INFORMATION SERVICES INC
22382,WILLIAMS MICHAEL J,FNM,313586,FANNIE MAE
22383,WILLIAMS MICHAEL R,IRCE,458744,INTERLINE RESOURCES CORP
22384,WILLIAMS MICHAEL S,TMST,887399,TIMKENSTEEL CORP
22385,WILLIAMS MIKEL H,DDIC,233162,DDI CORP DE
22386,WILLIAMS PATRICK S,IOSP,45768S,INNOSPEC INC
22387,WILLIAMS PAUL L JR,ECCE,269519,EAGLE FORD OIL & GAS CORP
22388,WILLIAMS RANDOLPH F,LSBI,501925,LSB FINANCIAL CORP
22389,WILLIAMS RENDAL,USCN,903328,U S CANADIAN MINERALS INC
22390,WILLIAMS RHETT STURGESS,VNWI,925912,VIA NET WORKS INC
22391,WILLIAMS RICH,GRPN,399473,GROUPON INC
22392,WILLIAMS RICHARD CARL,CLGY,15115L,CELLEGY PHARMACEUTICALS INC
22393,WILLIAMS RICHARD K,AATI,00752J,ADVANCED ANALOGIC TECHNOLOGIES
22394,WILLIAMS RICHARD T,TGC,88033R,TENGASCO INC
22395,WILLIAMS ROBERT JOAB JR,AOMR,03464Y,ANGEL OAK MORTGAGE INC
22396,WILLIAMS RONALD A,AET,00817Y,AETNA INC PA
22397,WILLIAMS RONALD KEITH,FVRG,34630A,WHOLE LIVING INC
22398,WILLIAMS STEVEN DURRELLE,IDN,45817G,INTELLICHECK MOBILISA INC
22399,WILLIAMS STEVEN R,PDCE,69327R,PDC ENERGY INC DE
22400,WILLIAMS STUART A,MYL,628530,MYLAN INC PA
22401,WILLIAMS TAFFY JAMES,IRMC,45248E,IMCOR PHARMACEUTICAL CO
22402,WILLIAMS THADDEUS M,FBFS,33764G,FIRSTBANK FINANCIAL SERVICES I
22403,WILLIAMS THOMAS L,PH,701094,PARKER HANNIFIN CORP
22405,WILLIAMS TRYON M,BNGO,G11152,BINGO COM INC
22406,WILLIAMS XAVIER,AVCT,030382,AMERICAN VIRTUAL CLOUD TECHNOL
22407,WILLIAMSON BRUCE A,DYN,26817R,DYNEGY INC
22408,WILLIAMSON CHARLES R,-,915289,UNOCAL CORP
22409,WILLIAMSON HENRY,IMED,452467,IMEDIA INTERNATIONAL INC
22410,WILLIAMSON HUGH H III,XDRC,984002,XEDAR CORP
22411,WILLIAMSON JOHN B III,RGCO,74955L,RGC RESOURCES INC
22412,WILLIAMSON JOHN PATRICK,ATKR,047649,ATKORE INTERNATIONAL GROUP INC
22413,WILLINGER GERALD F,SPP,79971C,SANCHEZ PRODUCTION PARTNERS LP
22415,WILLIS BRENT D,COT,22163N,COTT CORP CN
22416,WILLIS BRENT DAVID,NBEV,64157V,NEW AGE BEVERAGES CORP
22417,WILLIS CHARLES F IV,WLFC,970646,WILLIS LEASE FINANCE CORP
22418,WILLIS GARY K,ZIGO,989855,ZYGO CORP
22419,WILLIS MICHAEL T,CITP,20581E,COMSYS IT PARTNERS INC
22420,WILLIS RICHARD S,NAVR,639208,NAVARRE CORP
22421,WILLKOMM SCOTT E,SCT,G73537,SCOTTISH RE GROUP LTD
22422,WILLMOTT PAUL KENNETH,URRE,916901,URANIUM RESOURCES INC
22423,WILLNER MICHAEL S,-,45768V,INSIGHT COMMUNICATIONS CO INC
22424,WILLOUGHBY MICHAEL C,PFSW,717098,PFSWEB INC
22425,WILLS RICHARD H,-,879131,TEKTRONIX INC
22426,WILLSON BRENT,MINR,435736,HOLLY BROTHERS PICTURES INC
22427,WILMERS JOHN P,BTN,058516,BALLANTYNE STRONG INC
22428,WILMERS ROBERT G,MTB,55261F,M&T BANK CORP
22429,WILMOTT TIMOTHY J,PENN,707569,PENN NATIONAL GAMING INC
22430,WILNAI DAN,-,204853,COMPUTER ACCESS TECHNOLOGY COR
22432,WILSON ALAN D,MKCV,579780,MCCORMICK & CO INC
22433,WILSON ANDREW,EA,285512,ELECTRONIC ARTS INC
22434,WILSON BILL,TSQ,892231,TOWNSQUARE MEDIA INC
22435,WILSON BRETT,TUBE,898570,TUBEMOGUL INC
22436,WILSON CHARLES PHD,UMRX,903214,UNUM THERAPEUTICS INC
22437,WILSON CHRISTOPHER AARON,BWMS,09259M,BLACKWATER MIDSTREAM CORP
22438,WILSON CLARK N,GRBU,392744,GREEN BUILDERS INC
22439,WILSON CLAYTON G,ALCO,016230,ALICO INC
22440,WILSON DAVID I,PJC,724078,PIPER JAFFRAY COS
22441,WILSON DAVID J,CMCO,199333,COLUMBUS MCKINNON CORP
22442,WILSON DAVID MICHAEL,FMC,302491,FMC CORP
22443,WILSON DONALD H,CFIS,20366P,COMMUNITY FINANCIAL SHARES INC
22444,WILSON DONALD WAYNE,GLFE,402580,GULF UNITED ENERGY INC
22445,WILSON DOW R,VAR,92220P,VARIAN MEDICAL SYSTEMS INC
22446,WILSON FLOYD C,HK,716495,BETA OIL & GAS INC
22447,WILSON GEORGE LAVERNE,NX,747619,QUANEX BUILDING PRODUCTS CORP
22448,WILSON GLENN L,ASRV,03074A,AMERISERV FINANCIAL INC
22449,WILSON GLYNN,TPIV,876033,TAPIMMUNE INC
22450,WILSON GORDON A,TVPT,G9019D,TRAVELPORT WORLDWIDE LTD
22451,WILSON HARRY JAMES,GEN,37185X,GENESIS HEALTHCARE INC
22452,WILSON J THOMAS,MPET,559091,MAGELLAN PETROLEUM CORP
22453,WILSON JACKSON L JR,ITWO,465754,I2 TECHNOLOGIES INC
22454,WILSON JAMES P,GNGT,38105U,GOLDEN GATE PARTNERS INC
22455,WILSON JOEL J,ANFD,02917A,AMERICAN REALTY FUNDS CORP
22456,WILSON JOHN S,BNLB,09789A,BOND LABORATORIES INC
22457,WILSON JOSHUA J,SCPL,809087,SCIPLAY CORP
22458,WILSON KENT B,ALPP,02083E,ALPINE 4 HOLDINGS INC
22459,WILSON KEVIN S,HSKA,42805E,HESKA CORP
22460,WILSON LELAND F,VVUS,928551,VIVUS INC
22461,WILSON LEONARD A,-,320103,FIRST ESSEX BANCORP INC
22462,WILSON MALCOLM,GXO,36262G,GXO LOGISTICS INC
22463,WILSON MICHELLE D,ISOS,G4962C,ISOS ACQUISITION CORP
22464,WILSON MILLAR,AMTB,023576,AMERANT BANCORP INC
22465,WILSON PETER GRANT,MCKE,61732R,MORGAN CREEK ENERGY CORP
22466,WILSON RICHARD EDWARD,DUCK,264142,DUCKWALL ALCO STORES INC
22467,WILSON ROBERT W,STS,868607,SUPREME INDUSTRIES INC
22468,WILSON RONALD D,SKNY,830695,SKINNY NUTRITIONAL CORP
22469,WILSON RUDY,AAAC,04519K,ASIA AUTOMOTIVE ACQUISITION CO
22470,WILSON STEPHEN P,LCNB,50181P,LCNB CORP
22471,WILSON STEPHEN R,CF,125269,CF INDUSTRIES HOLDINGS INC
22472,WILSON T MURRAY,BQI,678046,CANWEST PETROLEUM CORP
22473,WILSON THOMAS JOSEPH II,ALL,020002,ALLSTATE CORP
22474,WILSON TROY EDWARD,KURA,50127T,KURA ONCOLOGY INC
22475,WILTON KEITH A,HTBK,426927,HERITAGE COMMERCE CORP
22476,WILTSE DEAN A,SRVY,395150,GREENFIELD ONLINE INC
22477,WILTSE GORDON L,LPET,53626T,LIONS PETROLEUM INC
22478,WILTZ JAMES W,PDCO,703395,PATTERSON COS INC
22479,WINCHESTER JERRY LEE,-,099469,BOOTS & COOTS INC
22480,WINDLEY JOHN F,SSB,840441,SOUTH STATE CORP
22481,WINE SCOTT W,PII,731068,POLARIS INDUSTRIES INC
22482,WINEMASTER GARY S,PSIX,73933G,POWER SOLUTIONS INTERNATIONAL
22483,WINEMILLER ALBERT E,PRO,74346Y,PROS HOLDINGS INC
22484,WINFIELD JOHN V,INTG,458685,INTERGROUP CORP
22485,WINFREE THOMAS W,VBFC,92705T,VILLAGE BANK & TRUST FINANCIAL
22486,WINGERTER DONALD B JR,AMPE,03209T,AMPIO PHARMACEUTICALS INC
22487,WINGO MITCHELL SCOTT,ECOM,159179,CHANNELADVISOR CORP
22488,WINKELRIED JON,TPG,872657,TPG INC
22489,WINKLER JOSEPH C III,CPX,20453E,COMPLETE PRODUCTION SERVICES I
22490,WINKLER MARVIN J,-,784723,SSP SOLUTIONS INC
22491,WINKLER MAURICE F III,PFDC,709788,PEOPLES BANCORP INDIANA
22492,WINMILL MARK CAMPBELL,SELF,81631Y,GLOBAL SELF STORAGE INC
22493,WINMILL THOMAS BASSETT ESQ,DNIF,25538A,DIVIDEND AND INCOME FUND
22495,WINN H THOMAS,UWN,64126Q,NEVADA GOLD & CASINOS INC
22497,WINN STEPHEN T,RP,75606N,REALPAGE INC
22498,WINNINGHAM RICK E,THRX,88338T,THERAVANCE INC
22499,WINSOR JAMES,AVTC,002422,AVT INC
22500,WINSTON CHARLES D,GSIG,36191C,GSI GROUP INC
22501,WINSTON MARY A,BBBY,075896,BED BATH & BEYOND INC
22502,WINSTON ROBERT W III,-,97563A,WINSTON HOTELS INC
22503,WINTEMUTE ERIC GLENN,AVD,030371,AMERICAN VANGUARD CORP
22504,WINTERHALTER GARY G,SBH,79546E,SALLY BEAUTY HOLDINGS INC
22505,WINTERS SCOTT CHRISTOPHER,FGCO,31754E,FINANCIAL GRAVITY COMPANIES IN
22506,WINTERS TERENCE E,VTL,92847R,VITAL THERAPIES INC
22508,WINTERTON GRANT,CEDC,153435,CENTRAL EUROPEAN DISTRIBUTION
22510,WINTROB JAY S,OAK,674001,OAKTREE CAPITAL GROUP LLC
22511,WINZENRIED CHRISTIAN,SPGX,86933V,SUSTAINABLE PETROLEUM GROUP IN
22512,WINZKOWSKI MICHAEL,MWWC,57061T,MARKETING WORLDWIDE CORP
22513,WIRTA RAYMOND E,CBG,12504L,CBRE GROUP INC
22514,WIRTH JAMES F,IHT,457919,INNSUITES HOSPITALITY TRUST
22515,WIRTH MICHAEL K,CVX,166764,CHEVRON CORP
22516,WIRTH PETER,RSTI,775043,ROFIN SINAR TECHNOLOGIES INC
22517,WIRTH THOMAS E,BDN,105368,BRANDYWINE REALTY TRUST
22518,WISE ALLEN F,-,222862,COVENTRY HEALTH CARE INC
22519,WISE BLAKE,AKAO,004449,ACHAOGEN INC
22520,WISE BRET W,XRAY,249030,DENTSPLY INTERNATIONAL INC DE
22521,WISE LARRY,NTRO,65478E,NITRO PETROLEUM INC
22522,WISE R HALSEY,-,458683,INTERGRAPH CORP
22523,WISEMAN ERIC C,VFC,918204,V F CORP
22524,WISEMAN THOMAS E,OVBC,677719,OHIO VALLEY BANC CORP
22525,WISEMAN WILLIAM J,BGOI,097839,BONANZA OIL & GAS INC
22526,WISKOWSKI LEE,CGSY,14019A,CAPITAL GROWTH SYSTEMS INC
22527,WISLER GERALD L,OMTH,68217A,OMTHERA PHARMACEUTICALS INC
22528,WIT CORNELIS F,OMCM,68212U,OMNICOMM SYSTEMS INC
22529,WITCHEL GREGORY,DYXC,252838,DIASYS CORP
22530,WITHAM JAMES C,AQUA,03840N,AQUACELL TECHNOLOGIES INC
22531,WITHERELL JEFFREY E,PLYM,729640,PLYMOUTH INDUSTRIAL REIT INC
22532,WITHROW EDWARD W III,-,006533,ADDISON DAVIS DIAGNOSTICS INC
22533,WITHROW EDWARD W JR,EBWK,29333W,ENIGMA-BULWARK LTD
22535,WITHROW MICHAEL C,BOVK,088618,BI OPTIC VENTURES INC
22536,WITKIN KENNETH J,CBF,12498B,CBRE REALTY FINANCE INC
22537,WITNEY FRANKLIN R,AFFX,00826T,AFFYMETRIX INC
22538,WITT ANDREW ELMORE,CLNC,19625T,COLONY CREDIT REAL ESTATE INC
22539,WITT HOWARD BRUCE,LFUS,537008,LITTELFUSE INC DE
22540,WITTE JOCHEN,-,730447,POET HOLDINGS INC
22541,WITTENSCHLAEGER THOMAS MICHA,RPTN,75382A,RAPTOR NETWORKS TECHNOLOGY INC
22542,WITTER JONATHAN W,SLM,78442P,SLM CORP
22543,WITTY SIR ANDREW PHILIP,UNH,91324P,UNITEDHEALTH GROUP INC
22544,WITYNSKI MICHAEL A,DLTR,256746,DOLLAR TREE INC
22545,WITZ JENNIFER C,SIRI,82968B,SIRIUS XM HOLDINGS INC
22546,WIZEL NEIL ALAN,FRSG,336169,FIRST RESERVE SUSTAINABLE GROW
22547,WOBENSMITH JOHN C,GNK,Y2685T,GENCO SHIPPING & TRADING LTD
22548,WODAR DAVID JOHN,IDSM,602670,MINDESTA INC
22549,WOEBKER BERNHARD,VSNT,925284,VERSANT CORP
22550,WOELFEL RANDY,CERP,156732,CEREPLAST INC
22551,WOERTZ PATRICIA A,ADM,039483,ARCHER DANIELS MIDLAND CO
22552,WOESSNER RONALD A,COYN,217712,COPSYNC INC
22553,WOHLER JEFFREY A,LATI,51829W,LATITUDE SOLUTIONS INC
22554,WOHLSTADTER SAMUEL J,-,090676,BIOVERIS CORP
22555,WOJCICKI ANNE,ME,90138Q,VG ACQUISITION CORP
22556,WOJCIK PAUL N,-,121164,BUREAU OF NATIONAL AFFAIRS INC
22557,WOJTASZEK GARY J,CONE,23283R,CYRUSONE INC
22558,WOLCHKO J SCOTT,FATE,31189P,FATE THERAPEUTICS INC
22560,WOLCOTT HAROLD RICHARD,PRSN,715270,PERSEON CORP
22561,WOLF CARL T,MMMB,56146T,MAMAMANCINIS HOLDINGS INC
22562,WOLF DALE B,-,222862,COVENTRY HEALTH CARE INC
22563,WOLF DONALD D,-,961418,WESTPORT RESOURCES CORP NV
22564,WOLF GUY,COFI,225393,CREDIT ONE FINANCIAL INC
22565,WOLF JEFFREY ALAN,HTBX,42237K,HEAT BIOLOGICS INC
22567,WOLF SCOTT JORDAN,DHAC,253893,DIGITAL HEALTH ACQUISITION COR
22568,WOLFE CHRIS ADAM,IDSY,449489,I D SYSTEMS INC DE
22569,WOLFE CHRIS ADAMS,PWFL,73931J,POWERFLEET INC
22570,WOLFE H E,UACL,91388P,UNIVERSAL TRUCKLOAD SERVICES I
22571,WOLFE J MICHAEL,AERO,00768M,AEROGROW INTERNATIONAL INC
22573,WOLFE ROBERT E,AOXY,00754B,ADVANCED OXYGEN TECHNOLOGIES I
22574,WOLFE THOMAS A,-,92923B,WFS FINANCIAL INC
22575,WOLFE TONY W,PEBK,710577,PEOPLES BANCORP OF NORTH CAROL
22576,WOLFF ALLEN,NTN,629410,NTN BUZZTIME INC
22577,WOLFF BENJAMIN G,CLWR,185385,CLEARWIRE CORP
22578,WOLFF JARED MICHAEL,BANC,05990K,BANC OF CALIFORNIA INC
22579,WOLFINGTON CHRISTOPHER,MCAM,60936J,MONEY CENTERS OF AMERICA INC
22580,WOLFORD AROL,TNWK,878769,RETURN ON INVESTMENT CORP
22581,WOLFORD BERNIE G JR,PACD,L7257P,PACIFIC DRILLING SA
22582,WOLFORD RICHARD G,DLM,24522P,DEL MONTE FOODS CO
22583,WOLFSEN NATALIE GRACE,AMK,04546L,ASSETMARK FINANCIAL HOLDINGS I
22584,WOLFSON JONATHAN S,SZYM,83415T,SOLAZYME INC
22585,WOLFSON MATTHEW,EMED,28540Q,ELECTROMEDICAL TECHNOLOGIES IN
22586,WOLFUS DANIEL E,MDW,598153,MIDWAY GOLD CORP
22587,WOLIN BENJAMIN,EVDY,300415,EVERYDAY HEALTH INC
22588,WOLLENBERG RICHARD H,-,543213,LONGVIEW FIBRE CO
22589,WOLLNEY SCOTT D,AFH,G06207,ATLAS FINANCIAL HOLDINGS INC
22590,WOLSTEIN SCOTT A,DDR,23317H,DDR CORP
22591,WOLSTENCROFT TRACY R,HSII,422819,HEIDRICK & STRUGGLES INTERNATI
22592,WOLTERS PIETER,-,46489T,ISOTIS INC
22593,WOLTOSZ WALTER S,SLP,829214,SIMULATIONS PLUS INC
22595,WOLTZ HOWARD O III,IIIN,45774W,INSTEEL INDUSTRIES INC
22596,WOMMACK H H III,-,844918,SOUTHWEST ROYALTIES INC INCOME
22597,WON SEON,SWCI,784892,SW CHINA IMPORTS INC
22599,WONG BEN,ACLO,00087F,ACL SEMICONDUCTORS INC
22600,WONG BRIAN RUSSELL,RAPT,75382E,RAPT THERAPEUTICS INC
22601,WONG DANIEL,PGRU,G7258M,BRIDGETOWN 2 HOLDINGS LTD
22602,WONG HING C,HCWB,40423R,HCW BIOLOGICS INC
22603,WONG HSIEN LOONG,HBMK,44352W,HUBEI MINKANG PHARMACEUTICAL L
22604,WONG HUI CHUNG STEPHEN,MEDA,584393,MEDIA ANALYTICS CORP
22605,WONG JUE,OLPX,679369,OLAPLEX HOLDINGS INC
22606,WONG KEITH,CBMG,15117P,CELLULAR BIOMEDICINE GROUP INC
22607,WONG MARK W,SANW,785135,S&W SEED CO
22608,WONG NICHOLAS TING LUN,FLLC,G3362K,FELLAZO INC
22609,WONG RODERICK,HSAQ,G4411D,HEALTH SCIENCES ACQUISITIONS C
22610,WONG STANLEY D,RCAR,75988J,RENOVACARE INC
22611,WONG STEPHEN R,-,290787,EMBARCADERO TECHNOLOGIES INC
22612,WONG WENG KUNG,PGCG,74164U,PRIME GLOBAL CAPITAL GROUP INC
22613,WONG YA MING,STVS,66979P,NOVA LIFESTYLE INC
22614,WONGNAPACHANT RATANAPHON,TMNA,88749T,TINGO INC
22615,WONGTRAKOOL BONNIE M,WMC,95790D,WESTERN ASSET MORTGAGE CAPITAL
22616,WOO JONATHAN,EVCP,18451B,CLEANTECH INNOVATIONS INC
22617,WOOD ALAN P,APAC,00185E,APAC CUSTOMER SERVICES INC
22618,WOOD ANTHONY J,ROKU,77543R,ROKU INC
22619,WOOD CARY B,SPA,847235,SPARTON CORP
22620,WOOD CHRISTOPHER B,BIVN,09059N,BIOENVISION INC
22621,WOOD DAVID M,MUR,626717,MURPHY OIL CORP
22622,WOOD DONALD C,FRT,313747,FEDERAL REALTY INVESTMENT TRUS
22624,WOOD GIB GEORGE,ECOP,27888E,ECO-SHIFT POWER CORP
22625,WOOD IVAN  JR,MOAK,58402Y,MED ONE OAK INC
22626,WOOD JOHN B,TLS,87969B,TELOS CORP
22628,WOOD JOHN W JR,ALOG,032657,ANALOGIC CORP
22629,WOOD MICHAEL C,LF,52186N,LEAPFROG ENTERPRISES INC
22630,WOOD PHELPS CRESWELL,CTNR,15459P,CENTRAL NATURAL RESOURCES INC
22631,WOOD RANDY A,LNN,535555,LINDSAY CORP
22632,WOOD RITCH N,NUS,67018T,NU SKIN ENTERPRISES INC
22633,WOOD ROBERT L,CEM,163893,CHEMTURA CORP
22634,WOOD ROGER J,DAN,235825,DANA HOLDING CORP
22635,WOOD TOM J,RMSL,75990A,REMSLEEP HOLDINGS INC
22636,WOODALL R SCOT,BBG,06846N,BILL BARRETT CORP
22637,WOODARD EDWARD JOSEPH JR,-,202736,COMMONWEALTH BANKSHARES INC
22638,WOODARD GERALD G,STRC,78464W,SRI SURGICAL EXPRESS INC
22639,WOODHOUSE DAVID J,NGM,62921N,NGM BIOPHARMACEUTICALS INC
22640,WOODHOUSE MICHAEL A,CBRL,22410J,CRACKER BARREL OLD COUNTRY STO
22641,WOODLAND ELAINE A,FKYS,320654,FIRST KEYSTONE CORP
22642,WOODLE DAVID A,-,125010,C COR INC
22643,WOODMAN NICHOLAS,GPRO,38268T,GOPRO INC
22644,WOODRING A GREIG,RGAA,759351,REINSURANCE GROUP OF AMERICA I
22646,WOODROW ROBERT J,SCUC,81371L,SECURECARE TECHNOLOGIES INC
22647,WOODS DARREN W,XOM,30231G,EXXON MOBIL CORP
22648,WOODS DENNIS R,UBFO,911460,UNITED SECURITY BANCSHARES
22649,WOODS GREGORY A,ALOT,04638F,ASTRO MED INC
22650,WOODS JERALD L,CCOP,204510,COMPETITIVE COS INC
22651,WOODS LORI A,ISR,46489V,ISORAY INC
22652,WOODS M TROY,TSS,891906,TOTAL SYSTEM SERVICES INC
22654,WOODS RANDALL E,SPHS,83578Q,SOPHIRIS BIO INC
22655,WOODSON NATHANIEL D,UIL,902748,UIL HOLDINGS CORP
22656,WOODWARD D ANDREW,BKEP,09625U,BLUEKNIGHT ENERGY PARTNERS LP
22657,WOODWARD MARK E,-,817492,SERENA SOFTWARE INC
22658,WOODWARD PETER H,CRTN,146534,CARTESIAN INC
22659,WOODWARD STEVEN C,KIRK,497498,KIRKLAND'S INC
22660,WOODWARD WILLIAM J,NWYF,667270,NORTHWAY FINANCIAL INC
22661,WOODWORTH ROBERT C,-,745769,PULITZER INC
22662,WOODY JAMES N,ATNF,68236V,180 LIFE SCIENCES CORP
22663,WOODY JOSEPH FRALIN,HYH,40650V,HALYARD HEALTH INC
22664,WOODY KERRY L,LDSH,505754,LADISH CO INC
22665,WOOLCOTT RICHARD R,-,92864N,VOLCOM INC
22666,WOOLF BRIAN,CACH,127150,CACHE INC
22667,WOOLF BRIAN P,BODY,09689U,BODY CENTRAL CORP
22668,WOOLLEY KENNETH M,EXR,30225T,EXTRA SPACE STORAGE INC
22669,WOOLVERTON SEAN C,SBOW,82836G,SILVERBOW RESOURCES INC
22670,WOOSNAM JEFFREY M,SGU,85512C,STAR GROUP LP
22671,WOOTTON EMMETT RANDOLPH III,FUEL,773111,ROCKET FUEL INC
22672,WORKMAN JOHN L,OCR,681904,OMNICARE INC
22673,WORKMAN KURT,OWLT,69120X,OWLET INC
22674,WORKMAN ROBERT R,DNOW,67011P,NOW INC
22675,WORKS JOHN,RNCH,75188R,RANCHER ENERGY CORP
22676,WORLAND STEPHEN T,ANDS,03252Q,ANADYS PHARMACEUTICALS INC
22677,WORSLEY ROBERT M,RGYH,75845J,RENEGY HOLDINGS INC
22678,WORTH STEVEN,OSPN,68287N,ONESPAN INC
22679,WORTHINGTON GAJUS VINCENT,FLDM,34385P,FLUIDIGM CORP
22680,WOSK MARVIN G,MPXP,56530V,MAPLE MOUNTAIN EXPLORATIONS IN
22681,WOSK RACHEL,IMGX,45248W,IMAGE METRICS INC
22682,WOTTON PAUL K,AIS,036642,ANTARES PHARMA INC
22683,WOZNIAK BETH A,NVT,G6700G,NVENT ELECTRIC PLC
22684,WOZNICKI EUGENE J,PTYA,707874,PENN TREATY AMERICAN CORP
22685,WRAASE DENNIS R,POM,713291,PEPCO HOLDINGS INC
22686,WREN JOHN D,OMC,681919,OMNICOM GROUP INC
22687,WREN RIAN J,TNDM,64128B,NEUTRAL TANDEM INC
22688,WRENSEN RICHARD J,ELC,276650,EASTERN LIGHT CAPITAL INC
22689,WRIGHT ADAM JOHN,DAVE,307068,FAMOUS DAVE S OF AMERICA INC
22690,WRIGHT CHRISTOPHER ALLEN,LBRT,53115L,LIBERTY OILFIELD SERVICES INC
22691,WRIGHT DANNY C,ALHC,01860F,ALLIANCE HEALTHCARD INC
22692,WRIGHT DAVID P,PIP,71714G,PHARMATHENE INC NEW
22693,WRIGHT DEBORAH C,CARV,146875,CARVER BANCORP INC
22694,WRIGHT DICKERSON C,NVEE,62945V,NV5 HOLDINGS INC
22695,WRIGHT FELIX E,LEG,524660,LEGGETT & PLATT INC
22696,WRIGHT JAMES F,TSCO,892356,TRACTOR SUPPLY CO
22697,WRIGHT JAY O,MOBL,60742E,MOBILEPRO CORP
22698,WRIGHT JIMMY D,WHT,96149R,WESTSIDE ENERGY CORP
22699,WRIGHT JOSEPH R JR,-,69831Y,PANAMSAT HOLDING CORP
22700,WRIGHT LARRY M,STTH,86315P,STRATUM HOLDINGS INC
22701,WRIGHT MURRAY N,TESS,872386,TESSCO TECHNOLOGIES INC
22702,WRIGHT PAUL,UVBI,Q93285,UNIVERSAL BIOSENSORS INC
22703,WRIGHT RICHARD A,WTER,01643A,ALKALINE WATER COMPANY INC
